Controle|Código|Produto|Fabricante|Preço Custo|Preço Venda|Lucro|Quantidade|Unidade|Obs|NCM|IPI|CST|ICMS|Base Cálculo|iva_st|cean|ceantrib
217|7891200007448|COLA BRANCA CASCOLA 1KG CASCOREZ|CASCOREZ|21.44|32.5|51.59|3|UN||35061090|0|500|1.36|100|0|7891200007448|7891200007448
218|7896451844859|BELLA DUCHA ULTRA 4T 220V6800W LORENZETTI|LORENZETTI|47.98|80|66.74|-1|UN||85161000|0|500|1.36|100|0|7896451844859|7896451844859
219|7897255912454|REJUNTE MARROM TABACO QUARTZOLIT 1KG|QUARTZOLIT|3.3|6.5|96.97|-17|KG||32149000|0|500|1.36|100|0|7897255912454|7897255912454
220|81|SACO DE PEDRA +OU- 20KG|DP NOVA MAERICA|2.1|4.5|114.29|9942|SC||25059000|0|102|1.36|100|0||
221|7898276630075|REGULADOR DE GAS IMAR 1.0KG/H|IMAR|16.5|35.8|116.97|1|UN||84811000|0|500|1.36|100|0|7898276630075|7898276630075
222|7898909649238|VEDA ROSCA PEQUENO POLYFITA|NOVAFLON|0.8|2.5|212.5|113|UN||85393100|0|500|1.36|100|0|7898909649238|7898909649238
224|7898943365750|BROCA DE WIDEA LONGA 10X300MM MELFI|POP|12.53|21|67.6|2|UN||82075011|0|500|1.36|100|0||
225|7898195646362|TOMADA 20A /250V  RADIAL SIMPLES|RADIAL|5.2|9.5|82.69|85|UN||85366910|0|500|1.36|100|0|7898195646362|7898195646362
226|7898577530180|TOMADA SISTEMA X 10A RADIAL|RADIAL|5.64|12.9|128.72|3|UN||85366990|0|500|1.36|100|0|7898577530180|7898577530180
227|7894174213396|ADITIVO CHAPIX BLANCO QUARTZOLIT 3,6L|QUARTZOLIT|31.8|43.8|37.74|4|UN||35069190|0|500|1.36|100|0|7894174213396|7894174213396
228|000121|METRO TUBO 75||4|14.8|270|-48|MT||39173300|0|500|1.36|100|0||
229|06|BR. TUBO 1.1/2 (AGUA) 50mm 6MT MAJESTIC|MAJESTIC|79.49|119.8|50.71|36|BR||39172300|0|102|1.36|100|0||
230|04|BR.TUBO ESGOTO 2'' 50MM BARRA 6M MAJESTIC||54.33|70.5|29.76|8|BAR||39172300|0|102|1.36|100|0||
231|05|BR.TUBO ESGOTO 1'' 40MM BARRA 6M MAJESTIC|MAJESTIC|34.99|45.8|30.89|10|BAR||39172300|0|500|1.36|100|0||
232|001|TUBO 40MM 6M  2°  IMBELY 1P ESGOTO||17.9|28.9|61.45|-5|BAR||39172300|0|102|1.36|100|0||
233|7891323075201|CORANTE XADREZ AZUL 50ML|Xadrez|4.15|6.5|56.63|8|UN||32041700|0|500|1.36|100|0|7891323075201|7891323075201
234|7896516467733|CORANTE AZUL 50ML IRAJA|IRAJÁ|2.5|5|100|14|UN||32041700|0|500|1.36|100|0|7898578720825|7898578720825
235|7898479250629|VALVULA DE RETENÇÃO GLOBALPLASTIC 4"|GLOBALPLASTIC|10.9|18|65.14|2|UN||84813000|0|500|1.36|100|0|7898479250629|7898479250629
236|7899206166633|ESGUICHO TIPO PISTOLA 18X17MM BAESTFER|BESTFER|11.5|17.9|55.65|1|PC||84818094|0|102|1.36|100|0|7899206166633|7899206166633
237|1689997318826|DISCO DIAMANTADO SIGMENTADO 4'' ELITE||7|16|128.57|0|||68042119|0|102|1.36|100|0||
238|7898672090053|DISCO DE CORTE LISO 4'' 110X8MM ELITE||7|16|128.57|8|||68042119|0|102|1.36|100|0|7898672090053|7898672090053
239|7899206166701|DUREX LARGO TRANSPARENTE 45X30X40|RIO CHEN'S|2.2|4.8|118.18|5|3||59061000|0|102|1.36|100|0|7899206166701|7899206166701
240|7891323075270|CORANTE XADREZ VERDE 50ML|Xadrez|4.15|6.5|56.63|8|un||32041700|0|500|1.36|100|0|7891323075270|7891323075270
241|7891323075287|CORANTE XADREZ VERMELHO 50ML |Xadrez|4.15|6.5|56.63|15|UN||32041700|0|102|1.36|100|0|7891323075287|7891323075287
242|7897613520017|BLOCO DE ESPUMA COMPEL|COMPEL|2.99|5.8|93.98|21|un||39211390|0|500|1.36|100|0|7898036170797|7898036170797
243|7898088923105|LIXA MASSA 100 TATU|TRIONITE|0.45|1.5|233.33|-480|PC||68051000|0|102|1.36|100|0|7898088923105|7898088923105
244|7896451837318|DUCHA ADVANCED MULTI 220 7500 LORENZETTI|LORENZETTI|105.73|155.9|47.45|0|UN||85161000|0|500|1.36|100|0|7896451837318|7896451837318
245|7894174200822|ADITIVO PLASTIFICANTE 1L QUARTZOLIT|QUARTZOLIT|8.89|16.5|85.6|5|LT||38244000|0|500|1.36|100|0|7894174200822|7894174200822
246|7894174213723|ADITIVO CHAPIX BLANCO  QUARTZOLIT 1L|QUARTZOLIT|9.12|22.8|150|5|LT||35069190|0|500|1.36|100|0|7894174213723|7894174213723
247|7894174232175|ADITIVO TECPLUS 1 QUARTOZOLIT 1L|QUARTZOLIT|8.99|18|100.22|3|LT||38244000|0|500|1.36|100|0|7894174232175|7894174232175
248|7898936875976|COMPOND BAUTECH 1KG A+B|VIAPOL|38.9|54.8|40.87|2|UN||35069120|0|102|1.36|100|0|7898936875976|7898936875976
249|7897321127942|BIANCO 1KG VEDACIT|VEDACIT|24.31|37.8|55.49|4|PC||35061090|0|500|1.36|100|0|7897321123906|7897321123906
250|7897321117943|VEDACIT 1L  (VEDACIT)|vedacit|13.38|25.9|93.57|2|LT||38244000|0|500|1.36|100|0|7897321117943|7897321117943
251|7894174280138|PINTURA ASFALTICA ACQUA QUARTZOLIT 1L|QUARTZOLIT|23.8|34.8|46.22|6|UN||25232910|0|102|1.36|100|0|7894174280138|7894174280138
252|702|IMPERMEAB. EMULSAO ASFALTICA 1L GOD MIX|GOD MIX|14.8|25|68.92|0|||34029020|0|500|1.36|100|0||
253|7894174232199|ADITIVOS TECPLUS 1 (VEDACIT) 3,6L QUARTZOLIT|QUARTZOLIT|23.8|35.8|50.42|4|GL||38244000|0|102|1.36|100|0|7894174232199|7894174232199
256|7899612707697|NIVEL DE ALUMINIO MTX 2 BOLHA 1 METRO|SPARTA|22|44|100|2|UN||90318099|0|102|1.36|100|0|7899612707697|7899612707697
257|7897157701118|TALHADEIRA  CHATA   10 - PACETTA|Pacetta|6.3|12.8|103.17|-2|UN||82055900|0|102|1.36|100|0|7897157701118|7897157701118
258|7898959708015|TALHADEIRA AÇO 3/4X12 SOCIOS|SOCIO GONZALEZ|6.88|14.5|110.76|4|UN||82055900|0|500|1.36|100|0|7898959708015|7898959708015
259|7898089528675|CHAVE VIRAR FERRO c 5/16" SAO ROMAO|SAO ROMAO|13.66|20.9|53|2|PC||82055900|0|500|1.36|100|0|7898089528675|7898089528675
260|7893946383978|FORMAO NOVE 54 3/4" 19MM|NOVE 54|15.95|26.9|68.65|3|PC||82053000|0|500|1.36|100|0|7893946383978|7893946383978
261|7897157701453|FORMAO CHANFRADO  1/2 - PACETA|Paceta|5.89|17.9|203.9|2|UN||82053000|0|102|1.36|100|0|7897157701453|7897157701453
262|7898909615318|CABO MARTELO 35CM MADERITE  COMPESP|compesp|4|8|100|5|UN||44170090|0|102|1.36|100|0|7898909615318|7898909615318
263|7897176400290|ZARCAO 1/4 CINZA PITBULL 900ML|PITBULL|15.32|28.9|88.64|2|PC||32089010|0|102|1.36|100|0|7897176400290|7897176400290
264|7898290210079|RESINA  ADESIVA LAM. FIBRA 900gr. RETOQUE|RETOQUE|18.17|38|109.14|0|LT||35061099|0|102|1.36|100|0|7898290210079|7898290210079
266|31|CAIXINHA DE LUZ 4X2 AMARELA IRPLAST||0.59|2.2|272.88|399|||34029020|0|500|1.36|100|0||
267|32|CAIXINHA LUZ 4X4 AMARELA IRPLAST||0.89|3.5|293.26|4|||34029020|0|500|1.36|100|0||
268|033|CAIXA DE LUZ P/LAJE  ADTEX  PRETA||1.63|4.8|194.48|-86|||34029020|0|500|1.36|100|0||
269|7897852600433|KIT PARA PINTURA N° 3 REDAM|REDAM|10.9|22.8|109.17|1|UN||73269090|0|102|1.36|100|0|7897852600433|7897852600433
270|7898064974138|PLAFON ESPIRALADO PEXCEL|PEXCEL|3.5|7|100|1|UN||85366100|0|102|1.36|100|0|7898064974138|7898064974138
271|7898958277062|PLAFON REDONDO BRANCO ELITE|ELITE|2.5|5.5|120|11|UN||85366100|0|102|1.36|100|0|7898958277062|7898958277062
272|7898276630273|REGULADOR PARA GAS 2,0KG/H IMAR|IMAR|29.9|45.8|53.18|6|UN||84811000|0|500|1.36|100|0|7898276630273|7898276630273
273|7899206159406|OCULOS PROTECAO INCOLOR BESTFER|BESTFER|3.9|7.8|100|10|UN||90049020|0|102|1.36|100|0|7899206159406|7899206159406
274|7899206159413|OCULOS DE PROTECAO FUME BESTFER|BESTFER|2.75|5.5|100|-7|un||99999999|0|102|1.36|100|0|7899206159413|7899206159413
275|7898195643590|ESPELHO CEGO 4X2 RADIAL|RADIAL|1.7|4|135.29|-13|PC||39259000|0|500|1.36|100|0|7898195643590|7898195643590
276|7898322640584|ESPELHO CEGO 4X2 ILUMI|ilumi|1.35|3.5|159.26|-4|uN||85365090|0|500|1.36|100|0|7898322640584|7898322640584
277|7898195642562|TOMADA 10A/250V  3P RADIAL|RADIAL|4.6|9|95.65|-8|UN||96034010|0|500|1.36|100|0|7898195642562|7898195642562
278|7898195640513|INTERRUPTOR SIMPLES 10A/250V RADIAL|RADIAL|2.9|7|141.38|1|PC||85365090|0|500|1.36|100|0|7898195640513|7898195640513
279|7898195641336|INTERRUPT 1 TECLA SIM + TOM C/PLACA RADIAL 10A|radial|6.4|12.5|95.31|-22|UN||85365090|0|102|1.36|100|0|7898195641336|7898195641336
280|7898567700944|DESENGRIPANTE LUBFAST 300ML|FASTLUB |4.79|9.9|106.68|10|UN||85365090|0|500|1.36|100|0|7898195647512|7898195647512
281|7898195641244|TOMADA DUPLA C/PLACA RADIAL 10A|RADIAL|8.5|15.5|82.35|8|PC||85366910|0|102|1.36|100|0|7898195641244|7898195641244
282|7898195647499|TOMADA DUPLA C/PLACA 20A RADIAL|RADIAL|8.79|15.9|80.89|0|PC||85366910|0|102|1.36|100|0|7898195647499|7898195647499
283|000122|TERMINAL SAIDA CALHA LATERAL PLATIBANDA||39.32|58|47.51|4|UN||69060000|0|102|1.36|100|0||
284|7897157700197|COLHER DE PEDREIRO  9 CANTO VIVO PACETTA|PACETTA|22.75|34.5|51.65|3|UN||82055900|0|500|1.36|100|0|7897157700197|7897157700197
285|7898195641428|2 INTERRUPTOR + 1TOMADA 10A/250V RADIAL|RADIAL|8.49|14.5|70.79|1|UN||85365090|0|500|1.36|100|0|7898195641428|7898195641428
286|7898195640537|2 TECLA SIMPLES 10A/250V RADIAL|RADIAL|5.3|12.5|135.85|3|UN||85365090|0|102|1.36|100|0|7898195640537|7898195640537
287|7898322643950|3 TECLAS SIMPLES 6A/250V ILUMI|ilumi|7.2|11|52.78|9|PC||85365090|0|102|1.36|100|0|7898322643950|7898322643950
288|7898195641138|ESPELHO 4X2 C/FURO RADIAL|RADIAL|1.5|3.5|133.33|-16|PC||39259000|0|102|1.36|100|0|7898195641138|7898195641138
289|7898195640087|INTERRUPTOR PARALELO 10A/250V RADIAL|RADIAL|5.43|9.8|80.48|5|PC||85366100|0|500|1.36|100|0|7898195640087|7898195640087
290|7898195641497|1 TECLA SIMPLES 1 PARELELA 10A/250V RADIAL|RADIAL|7.2|15.8|119.44|8|UN||85365090|0|500|1.36|100|0|7898195641497|7898195641497
291|7898195641435|2 TECLAS SIMPLES + 1 PARALELA 10A/250V RADIAL|RADIAL|8.9|19.5|119.1|3|UN||85365090|0|102|1.36|100|0|7898195641435|7898195641435
292|7898584924118|VALVULA AMERICANA INOX FURKIN|FURKIN|14.99|25.9|72.78|6|UN||84818019|0|500|1.36|100|0|7898584924118|7898584924118
293|8990|PREGO 18X27 C/CABEÇA GERDAU 1KG|GERDAU|16.9|25.5|50.89|-42|KG||73170090|0|500|1.36|100|0|7891738018992|7891738018992
294|8989|PREGO 17X21 C/CABEÇA GERDEU 1KG|GERDAU|16.9|25.5|50.89|52|KG||73170090|0|500|1.36|100|0|7891738018930|7891738018930
295|000123|CAIBRO CAMBARA P/METRO 5X5|MADEIREIRA SHIGUEO|5.73|9.8|71.03|33|MT||44079900|0|500|1.36|1.36|0||
296|7899807202792|MARCADOR PERM BRASFORT AZUL|BRASFORT|2.4|4.5|87.5|9|UN||96082000|0|500|1.36|100|0|7899807202792|7899807202792
297|7897223000190|CENTRINHO BIKI PVC 06-08 FUME|BIKI|14.26|26.8|87.94|-5|PC||85381000|0|102|1.36|100|0|7897223000190|7897223000190
303|7898908615838|TINTA SPRAY COLORART VERNIZ IMBUIA 250G|COLORART|12.68|23|81.39|1|UN||32082019|0|102|1.36|100|0|7898908615838|7898908615838
305|7897801300360|FRANGE P/CAIXA D' AGUA 3/4X25 KRONA|KRONA|9.89|16.8|69.87|48|UN||39174010|0|102|1.36|100|0|7897801300360|7897801300360
307|000125|TIJOLO BAIANO 11,5X14X24  TATUI|MONACO|0.89|1.2|34.83|-12583|UN||69041000|0|102|1.36|100|0||
308|000126|PEDRA BRITA 1 M3 VOTORAN||69|110|59.42|-1|M3|||0|102|1.36|100|0||
309|7898173506558|TINTA SPRAY ALUMINIO RODAS 240G RADCOLOR|RADCOLOR|10.9|16.8|54.13|12|UN||32082019|0|500|1.36|100|0|7898173506558|7898173506558
310|7898173505940|TINTA SPRAY VERMELHO RADCOLOR 400ML|RADCOLOR|9|15.5|72.22|-1|UN||32082019|0|500|1.36|100|0|7898173505940|7898173505940
311|7898173506879|TINTA SPRAY PRIMER RADCOLOR 400ML|radcolor|12.9|19.9|54.26|4|GR||32091010|0|500|1.36|100|0|7898173506879|7898173506879
312|7898173506527|TINTA SPRAY VERNIZ ACRILICO RADCOLOR 400ML|BARROS|10.9|21.8|100|2|UN||32091010|0|500|1.36|100|0|7898173506527|7898173506527
325|7898173505964|TINTA SPRAY PRETO F. ALTA TEMPERATURA RADCOLOR|RADCOLOR|12.9|25.8|100|5|UN||32082011|0|500|1.36|100|0|7898173505964|7898173505964
328|7897255929858|SILICONE INCOLOR 280G QUARTZOLIT|QUARTZOLIT|11.74|17.8|51.62|-19|UN||32141010|0|500|1.36|100|0|7897255929858|7897255929858
330|7897852600020|BROXA RET. 18.5X8CM REDAM|RR|5.6|7.9|41.07|-2|UND||96039000|0|102|1.36|100|0|7897852600020|7897852600020
331|7898512076629|RESISTENCIA 4T 6800W/220V ENERBRAS|ENERBRAS|18.31|29.9|63.3|1|UN||85168010|0|500|1.36|100|0|7898512076629|7898512076629
332|7898416409608|RESISTENCIA 3T 5400W/220V ENERBRAS|ENERBRAS|13.3|24.8|86.47|2|UN||85168010|0|102|1.36|100|0|7898416409608|7898416409608
333|7898207214206|LUVA LATEX  T 10 AMARELA  VOLK|VOLK|3|7|133.33|7|UN||40151900|0|102|1.36|100|0|7898207214206|7898207214206
334|7898540136456|APLICADOR DE REJUNTE COLORIDO|11.435.395/0001-71|1.2|2.5|108.33|1|UN||64062000|0|102|1.36|100|0|7898540136456|7898540136456
335|7897079032048|LAMPADA  FLORESCENTE 3U 25W TASCHIBRA|TASCHIBRA|8.69|18.5|112.89|2|UN||85392200|0|102|1.36|100|0|7897079032048|7897079032048
336|7891040216345|FITA CREPE 24MMX50M 3M|3m|2.6|6|130.77|-2|UN||48114190|0|102|1.36|100|0|7891040216345|7891040216345
337|7891040216376|FITA CREPE 3M 48MM/58M|3M|5.9|10.9|84.75|1|UN||48114110|0|102|1.36|100|0|7891040216376|7891040216376
338|7897801300377|FRANGE SOLD CX DA G 50X1.1/2 KRONA|KRONA|20.67|32.8|58.68|-10|UN||39174090|0|102|1.36|100|0|7897801300377|7897801300377
339|7897801301077|REGISTRO ESFERA SOLDAVEL  50MM KRONA|AMANCO|11|24.8|125.45|-30|UN||84818095|0|102|1.36|100|0|7897801301077|7897801301077
341|7899206170821|FERRO DE SOLDA BARCELONA 40W/220V|FERRO DE SOLDA 40W|13.9|27.9|100.72|2|PC||85131010|0|500|1.36|100|0|7899576607620|7899576607620
342|008|COTOVELO SOLD.  3/4X90 AGUA   KRONA|KRONA|0.6|1.15|91.67|975|UN||73079200|0|102|1.36|100|0||
343|009|TEE SOLD. 25X3/4  MARRON  KRONA/FORTLEV|KRONA|0.85|2.2|158.82|116|||39174090|0|102|1.36|100|0||
344|07|LUVA SOLD.  3/4  MARRON  KRONA/FORTLEV|KRONA|0.59|1.15|94.92|137|UN||39174090|0|102|1.36|100|0||
345|002|COTOVELO ESG. 100X90  KRONA/FORTLEV|KRONA|5.15|9.5|84.47|92|UN||73079200|0|500|1.36|100|0||
346|003|COTOVELO ESG. 75X90 KRONA/FORTLEV |KRONA|5.9|9.5|61.02|11|UN||73079200|0|102|1.36|100|0||
347|7897095036181|SERRA 80MM/3'' 12 TPI TICI-TICO IRWIN|IRWIN|7.3|15.5|112.33|1|UN||82021000|0|102|1.36|100|0|7897095036181|7897095036181
348|7899206155866|CHAVE COMBINADA 10X10MM BESTFER|BESTFER|4.9|9|83.67|0|uN||82041100|0|500|1.36|100|0|7899206155866|7899206155866
349|7891114063554|CHAVE COMBINADA 11X11MM TRAMONTINA|TRAMONTINA|4.2|11.9|183.33|2|UN||82041100|0|500|1.36|100|0|7899206155873|7899206155873
350|7892183566649|CHAVE ACO COMBINADA 13MM - JOMARCA|JOMARCA|4.7|10.5|123.4|-2|UN||00000000|0|102|1.36|100|0|7892183566649|7892183566649
351|7892183542025|CHAVE COMBINADA DE BOCA 12MM JOMARCA|JOMARCA|4.4|9.5|115.91|2|UN||82041100|0|102|1.36|100|0|7892183542025|7892183542025
352|7899206155897|CHAVE COMBINADA 13X13MM BESTFER|BEST FER|4.7|10.5|123.4|-1|uN||82041100|0|102|1.36|100|0|7899206155897|7899206155897
353|7892183542421|CHAVE COMBINADA 14MM JOMARCA|JOMARCA|5.4|12.5|131.48|3|UN||82041100|0|102|1.36|100|0|7892183542421|7892183542421
354|7899206155910|CHAVE COMBINADA 15X15 MM BESTFER|BESTFER|6|13|116.67|2|UN||82041100|0|102|1.36|100|0|7899206155910|7899206155910
355|7899206155934|CHAVE COMBINADA 17X17MM BESTFER|BEST FER|10.9|16.8|54.13|4|UN||82041100|0|500|1.36|100|0|7899206155934|7899206155934
356|7892183569053|CHAVE COMBINADA 19X19 JOMARCA||7.74|15.8|104.13|2|||85362000|0|102|1.36|100|0|7892183569053|7892183569053
357|7899206156177|CHAVE BIELA T.L 10MM BESTFER|RIO CHENS|7.4|14.8|100|-1|UN||82041100|0|102|1.36|100|0|7899206156177|7899206156177
358|7899206156245|CHAVE BIELA 17MM BESTFER*|BESTFER|18|36|100|-2|||85362000|0|102|1.36|100|0|7899206156245|7899206156245
359|7891114029659|CHAVE BIELA 09MM TRAMONTINA|TRAMONTINA|11.85|24|102.53|0|UN||82041100|0|102|1.36|100|0|7891114029659|7891114029659
360|7898578720429|GESSO RAPIDO 1KG INDEFLEX|TODOS|1.89|3.5|85.19|-116|KG||25202090|0|500|1.36|100|0|7898578720429|7898578720429
361|7899476999085|FECHADURA EXTERNA CROMADA 3F|3F|26.8|42.9|60.07|-2|UN||83014000|0|102|1.36|100|0|7899476999085|7899476999085
362|000127|ROLO DE CONDUITE 3/4 AMARELO 50MT ALADDIN|TECNOPLAS|35|55.8|59.43|12|RL||39172300|0|500|1.36|100|0||
364|000129|ENXADA LARGA MINASUL||25|46|84|0|||82013000|0|102|1.36|100|0||
365|000130|PA DE BICO CABO RETO||22|30|36.36|-2|UN|||0||0|100|0||
366|7898188099724|CAIXA DE MASSA 40 L GRANDE METASUL|METASUL|22.8|40.8|78.95|2|un||39259000|0|500|1.36|100|0||
367|000132|BALDE DE PEDREIRO||6|8.9|48.33|-3||||0||0|100|0||
368|7896038100804|ANEL DE CERA P/VEDACAO PULVITEC|PULVITEC|5.1|12.5|145.1|-18|UN||39174090|0|102|1.36|100|0|7896038100804|7896038100804
369|7896038100958|ANEL DE VEDAÇÃO S/ GUIA  POLY VEDANEL|PULVITEC|4.1|8.9|117.07|4|UN||40069000|0|102|1.36|100|0|7896038100958|7896038100958
370|7891323075195|CORANTE XADREZ AMARELO 50ML|SHERWIN WILLIANS|4.15|6.5|56.63|17|UN||32041700|0|500|1.36|100|0|7891323075195|7891323075195
373|7896525093671|DISCO DE CORTE INOX STANLEY|STANLEY|3|8|166.67|45|UN||68042211|0|102|1.36|100|0|7896525093671|7896525093671
374|7897852600099|ROLO DE ESPUMA  09 CM COMPEL|REDAM|2.9|4.5|55.17|20|UN||96034010|0|500|1.36|100|0|7897852600099|7897852600099
375|7898596511504|CAIXA DE CORREIO N.04 PVC AMARELA|SAMAFER|14.5|27.8|91.72|10|UN||83030000|0|102|1.36|100|0|7898596511504|7898596511504
376|7898609940093|CAIXA DE CORREIOS  METAL - EMBUTIR|A|27.8|42.9|54.32|1|UN||73102990|0|102|1.36|100|0|7898609940093|7898609940093
377|7898956284017|LIXEIRA COBALDO 12LT PLAST.|COBALTO|14.9|24.9|67.11|2|UN||39249000|0|102|1.36|100|0|7898956284017|7898956284017
378|7898083500356|ESCADA DE ALUMINIO  BANQUETA 3D AGATA PQ|AGATA|98|155.9|59.08|2|UN||73269090|0|500|1.36|100|0|7898083500356|7898083500356
379|7898273270489|CONVERTEDOR DE FERRUGEM 520ML ULTRA LUB|ULTRALUB|12.12|22.9|88.94|0|UN||28092019|0|102|1.36|100|0|7898273270489|7898273270489
380|7899932001901|PARAF LATAO 08 VASO/LAVAT BUCHA  8 PAR|master|2.9|6|106.9|-40|UN||74153300|0|500|1.36|100|0|7899932001901|7899932001901
381|7897451460506|ESPAÇADOR DE PISO 2MM C/100 PÇS CORTAG|Juntalider|2.5|4|60|9|PCT||39259000|0|500|1.36|100|0|7897451460506|7897451460506
382|7897801300513|CAP SOLDAVEL  3/4 MARROM  KRONA|AMANCO|0.48|1.2|150|52|UN||39174090|0|500|1.36|100|0|7897801300513|7897801300513
383|7897801300285|REDUÇAO ESG 50X40 LONGA  KRONA|KRONA|1.9|3.8|100|38|UN||39174090|0|500|1.36|100|0|7897801300285|7897801300285
384|7898904559099|ABRACADEIRA P/ MANGUEIRA 3/4 X 1|2014|0.74|1.5|102.7|34|UN||73269090|0|500|1.36|100|0|7898904559099|7898904559099
385|2538|ABRACADEIRA ROSCA SEM FIM 25X38||1.6|2.4|50|-31|||73269090|0|500|1.36|100|0||
386|000133|ABRAÇADEIRA TIPO U 3'' 75MM INCA|INCA|0.59|2.5|323.73|44|||73269090|0|500|1.36|100|0||
387|1720|ABRAÇADEIRA TIPO U 4''  INCA|INCA|0.89|3|237.08|41|||73269090|0|500|1.36|100|0||
388|7898585003751|LUVA PIGMENTADA PRETA  VAP SOLUTION|VAP|2.5|5.8|132|-8|UN||61161000|0|102|1.36|100|0|7898585003751|7898585003751
389|7892172142465|FECHADURA AROUCA 2010 EXTERNA|Arouca|35.9|45|25.35|-1|UN||83014000|0|500|1.36|100|0|7892172142465|7892172142465
390|7899105862735|FECHADURA EXTERNA 21MM 3F|3F|28.9|45.8|58.48|2|||83014000|0|102|1.36|100|0|7899105862735|7899105862735
391|7898230931408|FECHADURA  3F P/PORTAO|FERRAGENS 3F|32.8|43.8|33.54|1|UN||83013000|0|500|1.36|100|0|7898230931408|7898230931408
392|7899476920584|FECHADURA TRAVA TETRA 3F 440 CR - 3F|3F|38.9|59.8|53.73|0|PC||83014000|0|500|1.36|100|0|7899476920584|7899476920584
393|7899842201293|CONJ CHAVE FENDA/PHILLIPS 6 PCS|MAXWELL|6.8|17.8|161.76|2|JG||82055900|0|500|1.36|100|0|7899842201293|7899842201293
394|7898924054017|LUVA VAQUETA PETROLEIRA COM REF-KALIPSO|KALIPSO|10.8|20|85.19|5|UN||42032900|0|102|1.36|100|0|7898924054017|7898924054017
395|7899206156207|CHAVE BIELA TIPO L 13MM BESTFER|BESTFER|12.3|22.8|85.37|-1|UN||82041100|0|102|1.36|100|0|7899206156207|7899206156207
396|7899206156184|CHAVE BIELA 11MM BESTFER*|BESTFER|8.9|17.8|100|0|UN||82041100|0|102|1.36|100|0|7899206156184|7899206156184
397|7899206156238|CHAVE TIPO  L 16MM BESTFER|BESTFER|18.4|28.9|57.07|0|UN||82041100|0|102|1.36|100|0|7899206156238|7899206156238
398|7899537406088|CHAVE BIELA TIPO L 08MM CARNEIRO|LOYAL|13.8|23.3|68.84|1|UN||82041100|0|102|1.36|100|0|7899537406088|7899537406088
399|8430422241262|JOGO DE CHAVE ALLEN 09PÇ MONALIZA|MONALIZA|14.8|23.8|60.81|-3|UN||82054000|0|102|1.36|100|0|8430422241262|8430422241262
400|7899206157273|TRAVA PARA BICICLETA 4,5X65CM BESTFER||9|18|100|2|UN||83011000|0|102|1.36|100|0|7899206157273|7899206157273
401|7899206169993|JOGO DE BROCAS CHATA P MADEIRA BESTFER|NIPON|13.6|26.8|97.06|-1|UNI||82075019|0|102|1.36|100|0|7899206169993|7899206169993
402|7899612788733|TALHADEIRA SDS PLUS 14X20X250MM MTX|AMA|11.25|24|113.33|5|UN||82079000|0|102|1.36|100|0|7899612788733|7899612788733
403|7899612788825|PONTEIRO 14X250MM SDS PLUS MTX|MTX|11.25|24|113.33|4|UN||82055900|0|102|1.36|100|0|7899612788825|7899612788825
404|7898921098038|CADEADO PILLER 30MM|PILLER|10.75|20.8|93.49|7|UN||83011000|0|102|1.36|100|0|7898921098038|7898921098038
405|7899206166381|MANDRIL C/CHAVE ADAPTADOR SDS BESTFER|BEST FER|32.9|49.8|51.37|3|UN||84679900|0|500|1.36|100|0|7899206166381|7899206166381
406|7898094339778|ADAPTADOR SDS PLUS P/ MANDRIL 1/2" BRASFORT|BRASFORT|6.8|14.5|113.24|2|UN||84679900|0|102|1.36|100|0|7898094339778|7898094339778
407|7898596510736|VISOR LUZ N.16 OURO/ ALUMINIO/PVC|FORTRAL|15|32|113.33|2|UN||73102990|0|102|1.36|100|0|7898596510736|7898596510736
408|7898122760635|CAL VIRGEM 150 GR LINHAL|TERULAINE|2.36|4.5|90.68|-8|UN||25222000|0|102|1.36|100|0|7898122760635|7898122760635
409|7896451845092|RESISTENCIA BELLA DUCHA/FASHION 6800/220 LORENZETT|LORENZETTI|25.31|38.9|53.69|6|UN||85168010|0|500|1.36|100|0|7896451845092|7896451845092
410|7896451862877|RESISTENCIA ULTRA LORENZETTI 5500W/220V|LORENZZETTI|20.51|31.8|55.05|3|PC||85168010|0|500|1.36|100|0|7896451862877|7896451862877
411|7896451800497|RESISTENCIA LORENZETTI 220V/5500W|LORENZETTI|14.28|26.9|88.38|4|UN||85168010|0|500|1.36|100|0|7896451800497|7896451800497
412|7899612789167|BROCA ENCAXE S06x160mm MTX|MTX|||0|-6|UND||82075011|0||0|100|0|7899612789167|7899612789167
413|7897273257568|RESISTENCIA IDEALE PLUS 6800W 220V ZAGONEL|ZAGONEL|12.9|21.9|69.77|1|UN||85168010|0|102|1.36|100|0|7897273257568|7897273257568
414|7897273200649|RESISTENCIA LINEA 5500W  ZAGONEL|Z.LIGHT (ZAGONEL)|8.95|17.9|100|2|UN||85177099|0|102|1.36|100|0|7897273200649|7897273200649
416|000134|COLUNA 5/16 (10X15) 4MT||38|58|52.63|1|UN||83023000|0|102|1.36|100|0||
418|1689997318806|DISCO DE CORTE INOX 7''X1/16X7/8 ELITE/ PEGAFER|pegafer/elite|5.5|9.9|80|9|||32098890|0|500|1.36|100|0||
419|462|BOIA PARA CAIXA D'AGUA  G.METAIS|G METAIS|13|20.8|60|6|||84818019|0|500|1.36|100|0||
422|7894061008418|CAIXA DE MASSA  12L LUCONI||7.95|13.5|69.81|8|||39231090|0|102|1.36|100|0|7894061008418|7894061008418
